Match ID,Duración (s),Modo de juego,Parche,Equipo Ganador,Equipo,Invocador,Campeón,Runas,Hechizos,K/D/A,Daño total,Daño recibido,Oro acumulado,Objetos,Racha Asesinatos,Daño a Torres,Daño a Dragones/Barones,Asistencias,Barón Kills,Nivel de recompensa,Experiencia,Nivel,Pings - All In,Pings - Assist Me,Pings - Enemy Missing,Kills,Deaths,Double Kills,Triple Kills,Quadra Kills,Penta Kills,Dragon Kills,Inhibitor Kills,Torre Destruida,Nexus Kills,Total Minions,Total Heal,Total CC,Total Time Dead,Vision Score,Wards Puestos,Wards Destruidos
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Blue,P1nKert0n,Jayce,Desconocido (Desconocido),"4, 12",5/6/6,22824,31389,11225,"Doran's Blade, Desconocido, Plated Steelcaps, Fimbulwinter, Spirit Visage, Chain Vest, Stealth Ward",3,3903,5868,6,0,5,14433,15,0,0,0,5,6,0,0,0,0,0,0,1,0,176,5492,182,221,7,3,1
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Blue,EL EKOINOMISTA,Diana,Desconocido (Desconocido),"4, 11",2/6/5,16033,30625,11535,"Desconocido, Liandry's Anguish, Riftmaker, Desconocido, Amplifying Tome, Desconocido, Oracle Lens",0,1542,42535,5,0,2,14582,15,0,8,0,2,6,0,0,0,0,3,0,1,0,30,11588,296,228,17,3,0
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Blue,A41 VL997 KW99QB,Renekton,Desconocido (Desconocido),"14, 4",5/10/0,20840,33837,10316,"Desconocido, Long Sword, Pickaxe, Doran's Shield, Eclipse, Black Cleaver, Oracle Lens",2,4324,5284,0,0,5,12608,14,1,6,21,5,10,1,0,0,0,0,0,2,0,189,5138,67,273,14,5,2
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Blue,Queen Lucía,Ezreal,Desconocido (Desconocido),"4, 21",5/8/3,33475,20869,9439,"Doran's Blade, Muramana, Trinity Force, Ionian Boots of Lucidity, Last Whisper, Long Sword, Stealth Ward",3,1920,1920,3,0,5,10340,13,0,1,2,5,8,1,0,0,0,0,0,0,0,146,1999,28,236,16,8,2
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Blue, SW4RD1 ,Nautilus,Desconocido (Desconocido),"4, 14",2/10/10,10576,26418,7418,"Control Ward, Desconocido, Locket of the Iron Solari, Kindlegem, Chain Vest, Desconocido, Oracle Lens",0,509,999,10,0,2,8652,12,1,2,2,2,10,0,0,0,0,0,0,0,0,33,698,304,235,64,29,7
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Red,ElMendou,Garen,Desconocido (Desconocido),"14, 4",13/1/9,27875,31117,12820,"Doran's Shield, Stridebreaker, Plated Steelcaps, Dead Man's Plate, Lord Dominik's Regards, Ruby Crystal, Stealth Ward",12,9585,17392,9,0,13,15048,16,2,0,2,13,1,1,0,0,0,0,0,4,0,172,4361,246,48,18,8,2
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Red,Santíago Abascal,Gragas,Desconocido (Desconocido),"4, 11",15/3/15,28725,33900,12815,"Lich Bane, Desconocido, Sorcerer's Shoes, Desconocido, Cosmic Drive, Desconocido, Oracle Lens",10,0,14773,15,0,15,14201,15,0,23,15,15,3,4,0,0,0,0,0,0,0,10,18690,369,102,34,7,3
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Red,MirtexOnWest,Yasuo,Desconocido (Desconocido),"4, 12",4/6/14,22720,26402,10700,"Refillable Potion, Blade of The Ruined King, Berserker's Greaves, Infinity Edge, Zeal, Desconocido, Farsight Alteration",2,2850,7192,14,0,4,15251,16,0,3,4,4,6,1,0,0,0,0,1,2,1,190,7344,178,188,17,9,2
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Red,nilscraafter,Jinx,Desconocido (Desconocido),"4, 21",4/6/13,24592,18420,10911,"Doran's Blade, Desconocido, Berserker's Greaves, Zeal, Infinity Edge, Desconocido, Farsight Alteration",3,7415,10720,13,0,4,14162,15,0,6,3,4,6,0,0,0,0,0,0,1,0,206,4981,95,75,11,8,1
EUW1_7285911444,1666,CLASSIC,15.2.652.1536,Red,Red,DRINK MY I RUN,Zilean,Desconocido (Desconocido),"7, 4",4/3/25,10663,24749,9094,"Ionian Boots of Lucidity, Warmog's Armor, Desconocido, Control Ward, Cosmic Drive, Amplifying Tome, Oracle Lens",3,1820,2397,25,0,4,12057,14,0,9,9,4,3,0,0,0,0,0,0,0,0,21,5398,175,90,31,11,3
